Nyer Urness-NON HUD,Compass Housing Alliance,Nyer Urness-NON HUD,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1603,5/31/2024,24,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Undefined,Partnering Agency,Partnering Agency,Formalized Partnerships,Single Room Occupancy - Studio Apartments,"No, Units have Kitchens",Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,5/31/2024 10:32 AM
Otto's Place,Compass Housing Alliance,Otto's Place,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,4532,6/3/2024,133,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Referral,Referral,Yes - Other Health Care,Congregate - General,Yes - Three Meals A Day,Yes - Shared,No,Service Animal,Yes - Bag/Bin Provided,Non-Time Limited,"Internal Agency Program Referral, HOPE team, Veterans Administration",6/3/2024 1:59 PM
Ronald Commons - CoC,Compass Housing Alliance,Ronald Commons - CoC,North King County,Shoreline,Permanent Supportive Housing,Yes,,Yes,2377,6/3/2024,28,Families with Children under 18,Coming from Chronic Homelessness,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Referral,Unclear,No,Yes - In-Unit,Unclear,Service Animal,N/A,N/A,Coordinated Entry,6/3/2024 11:59 AM
Ronald Commons - Veterans,Compass Housing Alliance,Ronald Commons - Veterans,North King County,Shoreline,Permanent Supportive Housing,Yes,King County (DCHS),Yes,3064,6/3/2024,19,"Single Adult Women, Single Adult Men",Veterans,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Referral,Unclear,No,Yes - In-Unit,Unclear,Service Animal,N/A,N/A,Veterans Administration,6/3/2024 1:21 PM
The Blaine Center,Compass Housing Alliance,The Blaine Center,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,1549,5/31/2024,22,Single Adult Men,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Yes - Health Services Team,Congregate - Cubicles,Yes - Three Meals A Day,Yes - Shared,No,Service Animal,No,Non-Time Limited,"211, HIV Enhanced Engagement Team (HEET), HOPE team, Hospitals, REACH, Internal Agency Program Referral, King County Veterans Program, Community Partners (GENERAL)",5/31/2024 10:30 AM
VASH - Compass on Dexter,Compass Housing Alliance,VASH - Compass on Dexter,Seattle,,Permanent Supportive Housing,,,No,3387,6/7/2024,14,Single Adults (All Genders),Veterans,,,,,,,,,,,,,,1/31/2025 4:44 PM
VASH - Renton A,Compass Housing Alliance,VASH - Renton A,South King County,Renton,Permanent Housing,No,,Yes,1606,5/31/2024,103,"Families with Children under 18, Single Adults and Couples",Veterans,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Formalized Partnerships,Single Room Occupancy - Apartments,Community Partners - Food Pantries,N/A,Yes,No,N/A,N/A,Veterans Administration,5/31/2024 10:33 AM
VASH – Shoreline A,Compass Housing Alliance,VASH – Shoreline A,North King County,Shoreline,Permanent Housing,Yes,King County (DCHS),Yes,3883,6/3/2024,25,"Single Adult Women, Single Adult Men",Veterans,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Formalized Partnerships,Single Room Occupancy - General,"Community Partners - Food Pantries, Occasional Hot Meals",Yes - Shared,Unclear,Service Animal,N/A,N/A,Veterans Administration,6/3/2024 1:43 PM
Congregations for the Homeless Day Center,Congregations for the Homeless,Congregations for the Homeless Day Center,East King County,Bellevue,Day Center,No,Bellevue,Yes,3482,4/14/23,,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes",Yes - Behavioral Health Specialist,Referral,N/A,Yes - Three Meals A Day,Yes - Shared,Unclear,Service Animal,No,N/A,Drop-in,4/14/2023 10:15 AM
Master Leasing - CFH,Congregations for the Homeless,Master Leasing - CFH,East King County,Bellevue,Transitional Housing,No,,Yes,4046,6/3/2024,18,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Referral, Yes","Referral, Yes - Behavioral Health Specialist",Referral,Single Room Occupancy - General,Unclear,Yes - Shared,No,Service Animal,Yes - General,Non-Time Limited,Coordinated Entry,6/3/2024 1:48 PM
Mi Casa,Consejo Counseling and Referral,Mi Casa,Seattle,Seattle,Transitional Housing,Yes,,Yes,2018,6/3/2024,13,Women and Children,Domestic Violence,Yes,Yes - Housing Navigator/Specialist,Yes,Yes - Behavioral Health Specialist,"Referral, Formalized Partnerships",Single Room Occupancy - General,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,Up to 2 Years,DV Coordinated Housing Access Point (DVCHAP),6/3/2024 11:53 AM
Villa Esperanza,Consejo Counseling and Referral,Villa Esperanza,South King County,TBD,Transitional Housing,No,,Yes,2205,6/3/2024,103,Women and Children,Domestic Violence,Yes,Yes - Housing Navigator/Specialist,Yes,Yes - Behavioral Health Specialist,Yes - Health Services Team,Single Room Occupancy - Apartments,"No, Units have Kitchens",Yes - In-Unit,No,Service Animal,N/A,Up to 2 Years,DVHopeline,6/3/2024 11:56 AM
Confidential Shelter,Domestic Abused Women's Network,Confidential Shelter,South King County,Kent,Emergency Shelter,No,"Auburn, Federal Way",Yes,2019,6/3/2024,30,"Single Adult Women, Women and Children",Domestic Violence,Yes,Yes - Part of case management,No,"Partnering Agency, Referral, Yes","Formalized Partnerships, Referral, Yes - Visiting Nurse",Single Room Occupancy - General,"Kitchen Access, Community Partners - Food Pantries",Yes - Shared,No,No,Yes - General,Up to 30 Days (Extensions up to 90 days),Agency-specific Intake Line,6/3/2024 11:53 AM
PH for DV Victims,Domestic Abused Women's Network,PH for DV Victims,South King County,Auburn,Permanent Housing,No,,Yes,2021,6/3/2024,18,"Single Adult Women, Women and Children",Domestic Violence,Yes,Yes - Undefined,Referral,Referral,No,Single Room Occupancy - Apartments,"Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Possible,Yes,N/A,N/A,Internal Outreach Team,6/3/2024 11:53 AM
1811 Eastlake - CoC,Downtown Emergency Service Center (DESC),1811 Eastlake - CoC,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1569,6/11/2024,50,Single Adult Men,Serious and persistent mental illness (SPMI) and a substance use disorder (SUD) or chronic physical health condition,Yes,Yes - Undefined,Yes,Yes - Behavioral Health Specialist,Yes - Health Services Team,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, Harborview Medical Center",6/11/2024 10:39 AM
1811 Eastlake - Section 8 Project Based,Downtown Emergency Service Center (DESC),1811 Eastlake - Section 8 Project Based,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1629,5/31/2024,25,Single Adult Men,Serious and persistent mental illness (SPMI) and a substance use disorder (SUD) or chronic physical health condition,Yes,Yes - Undefined,Yes,"Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,Congregate - Cubicles,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, Harborview Medical Center",5/31/2024 10:41 AM
Aurora House - CoC,Downtown Emergency Service Center (DESC),Aurora House - CoC,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1605,5/31/2024,57,"Single Adults (All Genders), Single Adult Women, Single Adult Men",Serious and persistent mental illness (SPMI) and a substance use disorder (SUD) or chronic physical health condition,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:32 AM
Aurora House - Section 8 Project Based,Downtown Emergency Service Center (DESC),Aurora House - Section 8 Project Based,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1641,5/31/2024,30,"Single Adults (All Genders), Single Adult Women, Single Adult Men",Serious and persistent mental illness (SPMI) and a substance use disorder (SUD) or chronic physical health condition,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:42 AM
Bloomside,Downtown Emergency Service Center (DESC),Bloomside,South King County,Burien,Permanent Supportive Housing,TBD,"Burien, King County (DCHS)",Yes,5352,,98,Single Adults (All Genders),"Veterans, Coming from Chronic Homelessness",,,,,,Single Room Occupancy - Studio Apartments,"Units have Kitchens, Occasional Hot Meals",Yes - In-Unit,,,,Non-Time Limited,Designated Referral Organizations,1/31/2025 4:45 PM
Canaday House - CoC,Downtown Emergency Service Center (DESC),Canaday House - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1626,5/31/2024,83,"Single Adult Women, Single Adult Men",Veterans,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:40 AM
Clement Place CoC 1,Downtown Emergency Service Center (DESC),Clement Place CoC 1,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,3879,6/3/2024,100,"Single Adult Women, Single Adult Men",Serious and persistent mental illness (SPMI) and a substance use disorder (SUD) or chronic physical health condition,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 1:41 PM
Connections Rapid Re-Housing Program,Downtown Emergency Service Center (DESC),Connections Rapid Re-Housing Program,Countywide,N/A,Rapid Rehousing,No,,Yes,1644,5/31/2024,41,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,5/31/2024 10:42 AM
Cottage Grove - CoC,Downtown Emergency Service Center (DESC),Cottage Grove - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1607,5/31/2024,66,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:33 AM
Day Center,Downtown Emergency Service Center (DESC),Day Center,Seattle,Seattle Council Dst 7,Day Center,No,,,,11/18/22,,"Single Adult Women, Single Adult Men",Only Open to Internal Guests/Residents/Participants,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,4/14/2023 10:13 AM
DESC Scattered Sites Leasing - CoC,Downtown Emergency Service Center (DESC),DESC Scattered Sites Leasing - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1355,5/31/2024,53,"Single Adult Women, Single Adult Men",Coming from Chronic Homelessness,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Referral, Unclear","Referral, Yes - Behavioral Health Specialist, Unclear","Referral, Formalized Partnerships",Single Room Occupancy - Apartments,No,Yes- Unclear,Possible,Depends on Housing Management/Landlord,N/A,N/A,"Internal Agency Program Referral, SAGE set-asides",5/31/2024 10:26 AM
Evans House - CoC,Downtown Emergency Service Center (DESC),Evans House - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1611,5/31/2024,26,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"PACT set-asides, SAGE set-asides",5/31/2024 10:37 AM
Evans House - Section 8 Project Based,Downtown Emergency Service Center (DESC),Evans House - Section 8 Project Based,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1614,5/31/2024,49,Unclear,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,PACT set-asides,5/31/2024 10:37 AM
Hobson Phase 2,Downtown Emergency Service Center (DESC),Hobson Phase 2,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4645,6/7/2024,92,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/7/2024 10:15 AM
Hobson Place,Downtown Emergency Service Center (DESC),Hobson Place,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4302,6/3/2024,43,"Single Adult Women, Single Adult Men",Individual Living with a Disability,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 1:58 PM
Hobson Place - CoC,Downtown Emergency Service Center (DESC),Hobson Place - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4283,6/3/2024,42,"Single Adult Women, Single Adult Men",Individual Living with a Disability,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 1:58 PM
Interbay Supportive Housing,Downtown Emergency Service Center (DESC),Interbay Supportive Housing,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,2058,6/3/2024,97,"Single Adult Women, Single Adult Men","Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 11:55 AM
Kerner Scott Clean and Sober Housing,Downtown Emergency Service Center (DESC),Kerner Scott Clean and Sober Housing,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1613,5/31/2024,15,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:37 AM
Kerner Scott Safe Haven,Downtown Emergency Service Center (DESC),Kerner Scott Safe Haven,Seattle,Seattle,Safe Haven,Yes,,Yes,1588,5/31/2024,25,"Single Adult Women, Single Adult Men",Individual Living with a Disability,Yes,Yes - Housing Navigator/Specialist,Yes,Yes - Behavioral Health Specialist,Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Three Meals A Day,Yes - In-Unit,No,Service Animal,Yes - General,Non-Time Limited,"Coordinated Entry, HOPE team",5/31/2024 10:30 AM
Kerner Scott Women's Shelter,Downtown Emergency Service Center (DESC),Kerner Scott Women's Shelter,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,1589,5/31/2024,14,Single Adult Women,General - No additional specificity,Yes,Yes - Part of case management,"Yes, Covered by Behavioral Health Specialist",Yes - Behavioral Health Specialist,Yes - Health Services Team,Congregate - Bunk Beds,Yes - Undefined,Yes - Shared,No,Service Animal,Yes - General,Non-Time Limited,"Local Service Providers (GENERAL), Seattle Nightly Referral Network",5/31/2024 10:31 AM
Keys to Home,Downtown Emergency Service Center (DESC),Keys to Home,Seattle,Seattle,Permanent Housing,No,,Yes,,11/18/22,,"Single Adult Women, Single Adult Men",Coming from Chronic Homelessness,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Referral, Unclear","Referral, Unclear, Yes - Behavioral Health Specialist","Referral, Formalized Partnerships",Single Room Occupancy - Apartments,No,Yes- Unclear,Possible,Depends on Housing Management/Landlord,N/A,N/A,Unclear,1/3/2025 1:48 PM
Lyon Building - CoC,Downtown Emergency Service Center (DESC),Lyon Building - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1395,5/31/2024,40,"Single Adult Women, Single Adult Men",HIV+,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Units have Kitchens,Yes - In-Unit,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:27 AM
Lyon Building - Section 8 Mod Rehab,Downtown Emergency Service Center (DESC),Lyon Building - Section 8 Mod Rehab,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1619,5/31/2024,24,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:39 AM
Mary Pilgrim Inn,Downtown Emergency Service Center (DESC),Mary Pilgrim Inn,Seattle,Seattle Council Dst 5,Emergency Shelter,No,King County (DCHS),Yes,4644,6/7/2024,81,"Single Adult Women, Single Adult Men",Individual Living with a Disability,Yes,Yes - Part of case management,"Covered by Behavioral Health Specialist, Yes",Yes - Behavioral Health Specialist,Yes - Health Services Team,Single Room Occupancy - Hotel Room,Yes - Undefined,Yes - In-Unit,Yes,Service Animal,Yes - General,Non-Time Limited,"Community Partners (GENERAL), Emergency Responders, Hospitals, Local Service Providers (GENERAL)",6/7/2024 10:15 AM
Morrison Hotel - Section 8 Project Based,Downtown Emergency Service Center (DESC),Morrison Hotel - Section 8 Project Based,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1615,5/31/2024,190,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:37 AM
North Seattle (HtH),Downtown Emergency Service Center (DESC),North Seattle (HtH),Seattle,,Emergency Shelter,No,King County (DCHS),Yes,4918,6/7/2024,113,Single Adults (All Genders),,,,,,,,,,,,,,,1/31/2025 4:45 PM
North Star (Bitter Lake),Downtown Emergency Service Center (DESC),North Star (Bitter Lake),Seattle,,Permanent Supportive Housing,,King County (DCHS),Yes,4917,,100,Single Adults (All Genders),,,,,,,,,,,,,,,1/31/2025 4:45 PM
Rainier House - CoC,Downtown Emergency Service Center (DESC),Rainier House - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1638,5/31/2024,50,"Single Adult Women, Single Adult Men","Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:41 AM
Seattle Navigation Center,Downtown Emergency Service Center (DESC),Seattle Navigation Center,Seattle,Seattle Council Dst 3,Emergency Shelter,Yes,,Yes,3070,6/3/2024,74,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples","Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Housing Navigator/Specialist,"Yes, Covered by Behavioral Health Specialist",Yes - Behavioral Health Specialist,Yes - Health Services Team,Congregate - Bunk Beds,Yes - Undefined,Yes - Shared,Yes,Yes,Yes - General,Non-Time Limited,HOPE team,6/3/2024 1:21 PM
Shelter Plus Care,Downtown Emergency Service Center (DESC),Shelter Plus Care,Seattle,Seattle,Permanent Housing,No,,Yes,N/A,11/18/22,,"Single Adult Women, Single Adult Men",Coming from Chronic Homelessness,Yes,Yes - Undefined,"Covered by Behavioral Health Specialist, Referral, Unclear","Referral, Unclear, Yes - Behavioral Health Specialist","Referral, Formalized Partnerships",Single Room Occupancy - Apartments,No,Yes- Unclear,Possible,Depends on Housing Management/Landlord,N/A,N/A,Unclear,1/3/2025 1:48 PM
The Estelle - CoC,Downtown Emergency Service Center (DESC),The Estelle - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,3348,6/3/2024,76,"Single Adult Women, Single Adult Men","Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Partnering Agency, Yes","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 1:26 PM
The Estelle - Project Based Units,Downtown Emergency Service Center (DESC),The Estelle - Project Based Units,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,3349,6/3/2024,15,"Single Adult Women, Single Adult Men","Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",6/3/2024 1:26 PM
Union Hotel,Downtown Emergency Service Center (DESC),Union Hotel,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1640,5/31/2024,1,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:41 AM
Union Hotel - Section 8 Mod Rehab,Downtown Emergency Service Center (DESC),Union Hotel - Section 8 Mod Rehab,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1643,5/31/2024,51,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes, Partnering Agency","Partnering Agency, Yes - Behavioral Health Specialist",Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,No,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:42 AM
West Wing Shelter,Downtown Emergency Service Center (DESC),West Wing Shelter,Seattle,Seattle Council Dst 3,Emergency Shelter,Yes,,Yes,3943,6/3/2024,31,Single Adult Men,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Part of case management,"Covered by Behavioral Health Specialist, Yes",Yes - Behavioral Health Specialist,No,Congregate - Bunk Beds,Yes - Undefined,Yes - Shared,Yes,Yes,Yes - General,Non-Time Limited,Community Partners (GENERAL),6/3/2024 1:45 PM
ECR Permanent Affordable housing Programs Ferdinand/Shelton Houses,El Centro de la Raza,ECR Permanent Affordable housing Programs Ferdinand/Shelton Houses,Seattle,Seattle,Permanent Housing,No,Seattle,Yes,1709,6/3/2024,5,Families with Children under 18,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Referral, Partnering Agency",Yes - Behavioral Health Specialist,Unclear,Unclear,Community Partners - Food Pantries,Yes- Unclear,Unclear,Yes,N/A,Up to 18 Months,Unclear,6/3/2024 11:10 AM
Day Center,Elizabeth Gregory Home,Day Center,Seattle,Seattle Council Dst 4,Day Center,No,,Yes,N/A,4/14/23,,Single Adult Women,General - No additional specificity,Yes,Referral,Referral,"MH Therapist On-site, Yes - Behavioral Health Specialist","Yes - Visiting Nurse, Yes - Other Health Care",N/A,Yes - Two Meals A Day,Yes - Shared,Yes - Female-Identifying Only,Yes,Yes - Locker,N/A,Drop-in,4/14/2023 10:23 AM
Maple Leaf House,Elizabeth Gregory Home,Maple Leaf House,Seattle,Seattle,Transitional Housing,No,,Yes,3106,6/3/2024,8,Single Adult Women,General - No additional specificity,Yes,Yes - Undefined,Referral,Referral,Referral,Shared House,Kitchen Access,Yes - Shared,No,No,No,Up to 2 Years,"Drop-in, Internal Agency Program Referral",6/3/2024 1:21 PM
REACH Housing First Rental Assistance,Evergreen Treatment Services,REACH Housing First Rental Assistance,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1649,5/31/2024,12,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Undefined,Unclear,Unclear,Unclear,Voucher,No,No,Unclear,Unclear,N/A,N/A,Unclear,1/3/2025 1:50 PM
First Place Family Stabilization Housing Program,First Place School,First Place Family Stabilization Housing Program,Seattle,Seattle,Transitional Housing,Yes,,Yes,1959,6/3/2024,16,Families with Children under 18,General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - Apartments,No,Yes - In-Unit,Unclear,No,N/A,Up to 2 Years,Unclear,6/3/2024 11:28 AM
Imani Village,First Place School,Imani Village,Seattle,Seattle,Permanent Housing,No,,Yes,1887,6/3/2024,42,Families with Children under 18,General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - Apartments,No,Yes - In-Unit,Yes,Yes,N/A,N/A,"Coordinated Entry, Internal Agency Program Referral, External Fill",6/3/2024 11:24 AM
Nhon's Place,First Place School,Nhon's Place,Seattle,Seattle,Permanent Housing,No,,Yes,1985,6/3/2024,20,Families with Children under 18,General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - Apartments,No,Yes - In-Unit,Yes,Yes,N/A,N/A,"Coordinated Entry, Internal Agency Program Referral, External Fill",6/3/2024 11:30 AM
FOY - PH,Friends of Youth,FOY - PH,East King County,Kirkland,Permanent Housing,No,,Yes,1657,5/31/2024,26,"Families with Children at least one under 18, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Unclear,Units have Kitchens,Yes - In-Unit,Yes - With Background Check,Service Animal,N/A,N/A,"Coordinated Entry, External Fill",5/31/2024 10:54 AM
